"","Doxorubicin_IC_50","Etoposide_IC_50","Gemcitabine_IC_50","Mitomycin.C_IC_50","Vinorelbine_IC_50","NSC.87877_IC_50","Bicalutamide_IC_50","QS11_IC_50","Midostaurin_IC_50","CHIR.99021_IC_50","AP.24534_IC_50","AZD6482_IC_50","JNK.9L_IC_50","PF.562271_IC_50","DMOG_IC_50","FTI.277_IC_50","OSU.03012_IC_50","Shikonin_IC_50","AKT.inhibitor.VIII_IC_50","Embelin_IC_50","FH535_IC_50","PAC.1_IC_50","IPA.3_IC_50","GSK.650394_IC_50","BAY.61.3606_IC_50","Thapsigargin_IC_50","Obatoclax.Mesylate_IC_50","BMS.754807_IC_50","OSI.906_IC_50","Bexarotene_IC_50","Bleomycin_IC_50","LFM.A13_IC_50","AUY922_IC_50","Bryostatin.1_IC_50","Pazopanib_IC_50","LAQ824_IC_50","Epothilone.B_IC_50","GSK.1904529A_IC_50","Tipifarnib_IC_50","AS601245_IC_50","AICAR_IC_50","Camptothecin_IC_50","Vinblastine_IC_50","Cisplatin_IC_50","Cytarabine_IC_50","Docetaxel_IC_50","Methotrexate_IC_50","ATRA_IC_50","Gefitinib_IC_50","ABT.263_IC_50","Vorinostat_IC_50","RDEA119_IC_50","Temsirolimus_IC_50","AZD.2281_IC_50","ABT.888_IC_50","Bosutinib_IC_50","Lenalidomide_IC_50","Axitinib_IC_50","AZD7762_IC_50","GW.441756_IC_50","CEP.701_IC_50","X17.AAG_IC_50","VX.702_IC_50","AMG.706_IC_50","KU.55933_IC_50","Elesclomol_IC_50","BIBW2992_IC_50","GDC.0449_IC_50","PLX4720_IC_50","BX.795_IC_50","NU.7441_IC_50","BIRB.0796_IC_50","JNK.Inhibitor.VIII_IC_50","Nutlin.3a_IC_50","PD.173074_IC_50","RO.3306_IC_50","NVP.BEZ235_IC_50","GDC0941_IC_50","AZD8055_IC_50","PD.0325901_IC_50","CCT007093_IC_50","EHT.1864_IC_50","BMS.708163_IC_50","PF.4708671_IC_50","JNJ.26854165_IC_50","TW.37_IC_50","AG.014699_IC_50"
"HCC1806",-2.590804,1.554139,-5.840215,-2.005905,-3.734298,3.587126,3.977897,3.571522,0.425736,4.26912,0.51049,3.874521,-0.45063,2.541223,7.518299,3.371716,2.183053,0.239288,4.484286,3.588836,3.018323,4.125534,4.845443,5.655145,3.484791,-6.030952,-2.088856,4.172303,3.79745,5.284361,-4.762654,7.266075,-2.197471,-0.798467,5.668062,-2.310104,-6.585728,2.900171,2.477419,0.427463,5.887884,-5.76271,-7.369339,1.991426,-1.655398,-6.529923,1.659118,4.882551,1.725408,1.98244,1.435827,3.714331,-1.92545,5.449137,4.775564,2.469935,5.713129,3.590005,-2.628497,4.448236,-1.638001,-1.901399,4.193753,4.166012,6.23587,-2.930014,1.595376,6.187702,4.570041,3.606452,5.066043,5.222346,5.55548,5.488419,4.71998,4.825629,-1.784521,5.816419,-0.069818,-0.153078,6.530628,5.245681,6.320837,7.084285,1.625978,0.360104,4.007023
"HCC1937",-2.15555,2.75827,4.232329,-0.521174,-2.142021,7.204916,4.607409,6.64688,3.204814,5.413383,3.912255,2.471484,0.206334,3.611334,6.795,4.240342,4.079764,0.508541,2.369787,2.154833,1.835828,4.315384,3.982082,5.3366,5.311064,-6.983715,-0.768224,3.985471,4.035991,4.495713,-8.278037,6.254427,-3.110825,-1.195931,4.222924,-2.909054,-3.216203,3.697707,2.199081,1.179966,7.678841,-2.736005,-1.012393,5.342108,1.802259,-3.816076,1.080058,6.498268,1.896865,1.086241,1.201829,2.83216,-1.170684,4.639957,5.022388,0.857565,4.458972,3.096188,-1.171786,2.905902,0.812351,-1.399072,4.179285,3.452896,5.952637,-5.724773,1.596387,5.759319,6.139142,4.900043,4.341317,4.757395,5.707609,4.881488,5.804582,4.849919,-0.866119,0.956721,0.190484,0.475265,6.34483,5.097614,5.527181,5.509285,2.248339,-1.215188,3.904994
"HCC1954",-0.614655,2.306866,2.299986,0.824696,-4.59605,5.90123,3.358725,2.305298,3.621838,5.779453,3.874745,1.621935,0.200546,4.558516,6.80203,4.277406,3.17973,-0.103345,2.318542,2.428445,1.285963,3.656612,5.012008,4.693221,4.431345,-3.693986,1.7681,4.460418,5.265463,6.657146,4.432755,7.302809,-0.435003,-0.890281,5.406325,-2.480611,-4.689922,4.02121,2.662751,3.408952,7.811643,1.308004,-1.67425,5.365859,3.659047,-3.590074,2.484165,5.968882,2.436765,4.395313,3.445743,3.426707,0.928238,5.507563,5.989548,2.288343,5.327138,4.414105,1.138284,3.737998,2.893613,0.851891,5.182269,4.614833,6.436227,2.538733,2.404729,5.764736,6.594989,4.171576,4.655446,5.15503,6.015102,3.21424,4.141217,3.893596,-0.668453,3.618267,2.012412,-0.669274,5.914623,4.875249,4.952726,4.624758,2.693444,-0.112098,4.887984
"HCC2157",-2.749643,3.012234,1.032039,-0.319034,-3.974128,4.779222,4.500065,2.581694,0.553296,5.93532,3.872783,1.377079,-0.706004,1.717209,9.766466,3.342715,6.370245,-1.085207,2.329208,3.897231,2.170234,3.388929,6.062436,2.602076,2.291349,-5.658774,0.127882,-1.030404,1.913202,4.55731,4.536454,4.705111,-2.858926,-0.877216,5.915139,-4.053134,-6.657686,2.13281,-1.12962,2.158993,5.428786,-5.071823,-3.552895,3.688538,1.808083,-5.541765,1.728618,4.12688,1.730691,-0.551036,-0.41428,3.967682,-1.190761,5.370823,6.408516,4.103308,5.177725,1.737425,-1.136633,1.418424,-1.011108,-2.406822,4.241225,5.148813,2.135412,-3.989775,-1.880957,3.746097,6.47256,2.525774,0.658701,7.194876,6.759792,6.256151,2.733533,5.039552,-3.260541,-1.78059,-1.481544,2.166071,6.042882,4.82382,5.489837,5.744693,3.658723,-0.653676,5.708774
"HCC2218",-1.705608,6.503299,4.327124,-0.529641,-2.863602,6.699812,4.765149,3.570325,4.419477,3.703396,4.371201,3.805835,0.082463,3.561572,10.036964,3.20686,4.660157,-0.701117,2.694062,2.567436,1.235923,1.465209,6.628122,7.631102,2.460127,-2.83121,0.878834,4.956512,5.823482,6.967775,3.735043,6.506564,-2.302731,0.071217,2.71941,-4.189752,-3.480378,4.583178,4.319955,6.112381,9.923132,0.864247,0.146153,6.234633,5.388221,-1.553241,0.836769,5.623575,2.835412,4.696696,0.55342,5.00737,0.988313,5.364041,5.936453,3.888066,5.588046,4.7308,4.594457,5.376654,3.679977,-0.684634,3.840629,5.522121,6.172902,-1.896567,-3.274286,6.439804,5.310479,6.051478,4.900555,7.182005,6.908236,4.877515,4.532955,5.699037,-0.733253,1.141806,0.82463,3.646456,5.755351,4.348843,5.787206,4.633788,5.292921,-0.168494,5.625713
"HCC2998",-4.049162,0.228768,-5.060982,-1.831763,-5.289269,6.85876,4.725052,2.71681,2.435816,3.877395,3.607047,6.249299,0.707805,1.373318,8.058833,3.817748,1.653959,3.829405,4.702621,1.917347,1.147441,0.164743,6.253869,3.348244,1.714596,-8.968258,-5.699478,-2.632507,-0.124849,3.806718,-5.021921,6.703808,-3.525161,-0.020507,6.729201,-2.801598,-6.857639,3.74988,-0.956163,1.153925,7.636531,-2.737246,-4.728953,3.223303,-0.56845,-5.29057,-1.553206,6.067618,3.057103,0.068923,2.212311,-2.44355,1.681223,5.339751,6.190912,5.098115,4.70512,4.386957,-0.628511,3.638695,2.187195,-1.457943,5.355197,2.822724,5.558561,-1.814086,2.825476,5.552408,5.863046,4.311984,2.635232,5.899405,4.347575,5.565124,3.559706,5.491286,-2.137783,4.522319,0.659205,-3.391322,5.467061,5.057843,4.792134,4.956923,5.730913,1.7735,4.089113
"HCC38",-3.158238,0.820248,-3.818992,-0.503995,-5.324343,4.738255,3.500488,6.321947,-0.696584,5.058592,0.734446,1.669151,0.550446,4.364373,7.46108,3.108793,4.089968,-0.24015,1.486114,2.884726,2.074695,1.392878,6.851229,5.318064,5.01533,-6.595095,0.868975,2.627093,4.414375,5.552173,-3.46617,6.940452,-3.277817,-0.788917,5.696006,-3.932426,-5.564136,3.630326,1.809004,1.667048,10.132667,-4.63909,-4.244284,4.905658,0.609164,-4.887913,2.866029,6.828283,2.395311,-0.220767,2.334274,5.028184,0.281971,6.370817,6.405227,5.556732,6.710989,3.187978,-0.287899,4.86649,0.905239,-1.201387,5.721733,5.371183,5.00246,-0.871583,3.760312,6.070577,7.131222,2.120201,4.609013,7.098602,6.287367,7.050942,4.303091,2.896084,-1.322465,4.353334,1.550107,3.135812,6.028726,5.460892,4.198256,4.118027,2.556429,-0.390985,5.277955
"HCC70",0.720094,5.402056,2.489154,-0.364802,-3.487739,7.295672,4.14685,6.669919,0.895879,5.070424,2.964724,0.507697,-1.049742,2.227117,5.723593,3.720799,5.831398,0.69732,-0.286646,5.360841,1.889902,5.15857,8.065482,6.835951,0.657488,-3.789082,0.379091,-1.257083,5.303701,5.629891,4.835236,4.671395,-2.909109,-2.874471,4.19754,-2.820574,-5.340964,3.934717,0.048814,4.287179,6.785082,-2.137518,-3.541051,2.635947,2.847695,-5.608337,-0.2067,6.552222,0.835284,3.479612,1.246475,3.131668,0.221306,5.982872,4.421176,5.603652,6.132503,2.567253,-0.960797,5.020799,0.654011,0.223251,4.517703,3.405568,5.565511,-1.43309,2.775749,4.333035,5.541117,0.891559,3.934065,5.811795,5.574736,4.908702,3.085893,3.90404,-2.345897,-1.205076,0.673267,-1.808333,5.44212,4.380885,5.48074,4.733794,3.400808,-0.153305,5.460863
"HCE-4",-4.013555,-0.221463,-9.848452,-2.848398,-3.870548,2.860422,5.033975,2.011088,-0.891355,5.252234,0.0888,4.899135,-0.102491,4.58253,6.302301,4.035082,0.797612,-0.944587,3.72832,2.147155,1.694936,4.42919,5.256189,2.027084,1.614,-5.461973,-1.595333,1.754606,4.146432,4.01616,-0.791506,6.088092,-3.84226,-0.0498,4.137499,-2.716358,-6.64163,3.3657,1.111955,2.550243,7.442086,-6.312234,-4.012381,2.235912,-1.283271,-5.782307,-0.250108,3.750633,2.313742,4.705031,1.365231,5.340812,1.10217,5.01115,5.393727,4.134584,4.676305,4.099898,-0.030876,4.26216,0.796411,-0.745568,4.190407,4.607741,4.425611,-2.828556,2.220895,6.199897,4.527724,1.667987,3.397141,5.700695,6.408262,6.084556,5.020247,5.456851,-1.337516,1.452076,0.913897,2.088365,6.389597,4.331196,5.758984,6.330056,1.381457,-0.757023,5.500754
"HCT-116",-1.573139,0.007458,-2.979306,0.014906,-5.692046,6.089191,4.09349,3.940975,-1.445295,3.766069,-1.557346,1.90122,-1.804862,1.254791,6.48921,3.045689,2.229676,-0.951238,2.048997,3.350552,1.313156,4.580467,7.13438,3.468037,1.381638,-6.966519,-2.430144,1.165702,4.315066,5.593582,1.058848,6.55554,-1.885922,-3.091325,6.293808,-3.276068,-5.362901,3.949751,1.584299,5.444467,7.845896,-3.442617,-4.920189,4.774178,-1.181102,-6.116109,-0.238654,5.380113,3.23548,5.087063,0.163392,-0.645818,1.227996,3.403022,4.474864,0.801929,5.638047,4.643283,0.351895,4.00931,-1.989914,-1.324298,4.362477,5.351631,6.140659,-3.218111,1.483891,4.860652,6.828037,1.607294,5.360185,5.782786,6.528941,1.194937,3.806368,2.978995,-2.035291,3.41954,0.356655,-1.235432,6.073708,3.711372,2.933672,3.98959,2.682155,-2.94394,1.971444
"HCT-15",0.856396,2.063133,-2.499108,-0.766541,0.201339,2.764731,4.406883,0.914093,-1.095657,4.70647,0.988767,5.056633,-1.354047,4.839916,7.504061,0.95748,-0.790383,-1.318349,2.327164,2.22419,1.927219,0.459324,4.075152,1.288796,1.893828,-1.865941,-1.492382,2.688299,5.080953,3.256976,-2.352816,6.037138,-2.718612,-1.439105,5.052694,-0.857661,-7.24102,3.900105,-1.117656,3.163258,7.381795,-3.702035,0.984375,5.058187,1.5753,-0.625256,-2.765277,7.282847,3.436188,4.917642,4.433335,0.666462,1.093663,6.30179,6.245644,1.620863,5.899463,3.069543,1.497272,4.659064,-3.011732,-1.217667,5.925378,4.196694,5.087027,-5.096191,3.476703,7.118479,5.383782,1.226628,3.974445,6.756498,6.404615,6.647499,5.272788,3.684758,-4.937714,-0.048901,-1.402609,-0.246114,4.208925,2.832747,4.835041,5.117577,4.483672,-1.601684,6.410401
"HD-MY-Z",-1.299062,2.1445,-5.008803,-0.44589,-3.532059,6.449687,5.04874,3.606818,4.096061,5.772715,4.734747,6.848739,0.132875,5.91117,7.301303,5.379749,2.518469,-0.75472,6.415231,3.292885,2.657791,3.480137,7.448632,6.907102,2.224592,-4.045301,2.683503,4.658283,6.421893,7.593034,-0.579458,7.417402,-1.935915,-0.402285,6.551118,-1.471693,-3.76059,4.694607,3.952291,4.956018,7.578134,-6.416971,-5.704762,2.888265,-0.294758,-6.294076,-1.17277,4.53507,1.737974,1.656262,-0.619652,-0.120855,-3.834974,2.643595,4.891727,0.492155,5.417954,0.622088,-2.771848,2.873967,-4.276051,-2.218892,2.994033,4.909757,6.578022,-5.131322,3.887444,3.927432,4.678529,1.354158,3.913773,4.832571,6.285408,6.41125,5.81447,2.416451,-3.102881,3.061967,-0.173258,-2.643362,6.634464,5.437056,5.441174,5.225538,2.011253,-0.92829,4.062384
"HDLM-2",-0.564598,2.624217,0.490585,0.378504,-4.141625,5.909339,5.370577,6.462551,2.620133,6.175595,0.012445,4.242413,-0.326657,3.340948,7.541774,4.287173,4.172658,4.49488,3.201974,2.844552,1.903583,0.594533,4.170851,6.108084,2.84234,-1.537683,-0.866712,2.215768,3.433101,8.187868,2.661497,6.147924,-3.190809,-0.084041,4.360441,-3.847614,-3.939502,4.589788,8.731264,4.060048,6.26227,-3.436433,-5.853508,4.369061,2.32116,-4.951843,-1.195423,4.367327,3.024434,-3.903482,0.416924,5.307436,-0.08208,4.561475,6.248092,0.61134,6.513543,1.629434,-0.070748,1.097381,-1.126825,-0.482622,3.398588,5.818276,3.991287,-0.058789,3.067255,4.08579,3.739079,1.168954,5.874565,4.98984,6.854507,6.747588,2.014236,3.323569,-1.345639,2.965164,0.203665,1.494194,5.520676,4.081004,6.243489,3.304445,1.881123,1.291248,6.315813
"HEC-1",-1.69922,0.864786,-2.090498,-0.359193,-3.78451,7.524888,4.304821,4.506324,1.480315,4.861344,0.290837,2.564682,0.764252,3.401373,6.860969,4.072145,2.873713,0.126114,2.590931,2.568218,2.108929,4.726439,6.887859,3.421684,2.320014,-3.208018,-3.302193,3.084906,5.288805,3.841891,3.30918,6.241219,-2.636563,-0.24924,4.194833,-2.796939,-4.700262,3.757997,1.967262,2.635631,9.408574,-4.010099,-4.478528,2.584415,0.58109,-5.579254,2.088865,6.41652,2.342588,2.335553,0.669676,3.991414,-1.011851,3.236518,2.558746,2.906452,5.592914,2.172976,-0.20615,3.783439,-0.983331,-2.719864,4.272011,5.365594,5.237679,-4.797036,1.278014,6.676262,5.817882,1.409381,3.020318,6.693226,6.689516,4.305549,4.466929,4.940855,-2.695307,2.43649,0.16235,2.294441,4.855528,4.718471,4.487004,5.242768,2.940702,-2.508745,2.616328
"HEL",-1.742119,1.360371,-6.32526,-3.329889,-3.262834,7.611953,4.614817,1.188393,-0.014945,2.455985,2.701341,2.859598,-0.601124,1.795399,5.283449,2.625392,0.421977,0.714437,4.655387,2.417324,1.939564,1.298089,1.315785,2.368372,0.296989,-3.073621,-1.867778,1.513818,3.064399,6.487412,2.382895,4.8069,-3.246505,-4.17918,6.294796,-4.387362,-5.488052,5.063892,-0.930165,1.957909,6.689143,-5.065445,-3.416217,0.331935,-3.88643,-0.928125,-4.46962,4.559544,1.998125,0.270248,-0.215574,5.344381,-1.847606,5.710802,5.940197,2.551101,4.411748,3.90008,-1.493689,4.692515,-1.589649,3.769097,5.105301,3.063305,5.739486,-4.950855,2.042781,6.504076,4.856044,4.354901,5.145239,3.816933,5.916146,5.558644,4.537487,5.96871,-2.213759,5.645427,0.663635,2.675696,6.15751,4.216717,6.556816,6.551101,1.835393,-0.650733,6.026974
"HGC-27",-4.300903,-2.281598,-4.645895,-3.010076,-6.291394,6.446993,4.570536,0.838193,1.172451,5.275753,-1.225774,0.166869,-1.257978,1.409886,5.233925,2.93531,-0.427038,-1.476913,-1.894937,2.072838,1.393318,4.128075,2.843096,0.268658,0.991646,-8.942467,-5.250568,-0.471947,4.382612,3.108407,1.042523,6.453239,-4.041034,-2.060669,1.824791,-3.992773,-7.991623,0.557008,0.275839,1.83529,7.18507,-5.503428,-6.895947,1.895023,-0.786945,-7.432159,1.33467,5.208078,3.002679,4.477331,-0.136573,6.381677,-4.646159,2.044039,5.082329,1.682097,4.676928,1.457825,-0.711011,3.752903,-1.662685,-5.278779,4.922508,5.25783,6.283535,-4.880683,3.452754,4.392218,3.767552,2.652875,4.84805,4.523516,7.196997,4.971189,3.647305,1.74585,-4.013883,-1.548494,-1.331261,2.662952,4.762792,3.13464,4.498917,2.782813,3.602809,-1.962672,0.84832
"HH",-1.421036,1.491607,-3.350693,0.071201,-4.724081,7.390465,5.071808,3.207363,1.587811,5.158184,4.515596,-0.03851,3.143432,3.567109,3.527053,4.358456,1.720265,0.111213,2.338284,3.585412,2.721183,1.037565,2.377027,4.709411,2.382594,-2.34408,-0.347261,1.824684,4.797182,3.640011,0.827025,15.928507,-1.951846,0.153903,4.778257,-4.911818,-4.625125,4.465357,-1.656063,6.551185,5.635403,-2.090681,-4.912602,3.233163,1.40307,-3.320446,-2.714766,2.199694,2.626324,-0.519563,-0.331433,5.434829,-4.127026,5.838451,4.94427,4.647248,5.723135,3.08498,-1.114118,4.366965,-0.602609,0.704812,3.745786,4.811636,2.616423,-2.71971,2.569862,3.591133,4.341276,1.308641,0.683816,5.892218,6.563791,4.045707,2.913696,3.366778,-2.889306,-1.497939,-1.746481,1.42261,5.3184,4.269603,5.707677,6.689679,1.992183,-0.178976,4.850014
"HL-60",-2.771637,0.829342,-4.155018,-2.243758,-2.240961,6.328834,4.681872,2.841686,3.117513,6.259437,0.00965,1.913542,-0.605948,1.166706,5.055717,4.143708,1.027668,0.653911,3.859229,2.180098,1.33301,4.306273,2.179971,5.058018,2.251672,0.140999,0.227836,0.012966,0.512393,2.517654,3.563455,7.546728,-4.013484,-2.63784,5.039683,-3.199938,-5.298012,4.960599,1.935716,6.2709,5.567786,-5.616615,-5.299275,2.388306,1.015639,-3.245675,-2.109003,0.831876,2.913341,-2.83173,-0.903741,-2.661096,0.055849,5.747604,5.448681,0.99925,4.148241,1.705637,-1.319557,3.057118,-1.484519,-0.635417,2.816336,4.962123,5.095919,-0.281485,3.416296,5.620327,6.465666,1.493792,1.111901,6.502055,6.033965,4.663715,3.549809,4.553757,-2.338638,-2.485473,-0.147595,-5.216697,5.731907,6.183265,5.73825,7.351156,3.774047,-0.223411,6.155233
"HLE",-3.329881,-0.628165,-5.80778,-0.696515,-4.584644,5.781776,3.747533,1.733086,-1.086129,5.709823,-0.870829,2.583002,-0.471196,2.416975,4.054517,3.668842,1.217161,-2.426854,1.74928,1.779774,0.687209,1.258325,1.508841,0.355457,1.173001,-5.894828,-1.779204,1.207696,4.109759,4.10019,1.385526,6.448361,-2.799795,0.059784,0.493503,-3.126021,-9.401425,2.099907,-0.80271,1.24294,7.638906,-5.158064,-5.464395,1.801752,0.464832,-5.296215,1.958036,6.797195,2.907708,3.786134,0.73491,3.903934,-2.919803,5.675775,3.297836,2.935615,4.860354,2.293453,1.202403,4.438989,0.327766,2.55112,4.263015,4.981498,4.640431,-4.612656,-1.048497,5.9286,6.509893,1.669603,3.122234,6.95303,4.889188,5.225826,4.383133,4.134646,-2.928681,2.190295,-0.28976,-0.239191,4.986609,4.489978,4.735512,6.2337,1.75352,-2.112041,3.511011
"HN",-1.037698,2.920649,-2.917131,-0.245208,0.360559,7.316457,4.714263,2.100918,1.944539,5.493024,2.408126,6.749258,1.445124,5.432835,6.9419,5.375763,0.420751,0.313088,3.524035,3.212195,4.631356,5.211327,8.421014,7.293322,4.834442,1.607144,-4.992365,3.701822,4.950584,5.320392,3.372024,7.731643,-3.652303,-1.670748,5.959407,-0.83537,-1.192377,3.296782,4.08898,6.520943,5.529549,-6.57187,-5.484587,3.584438,-1.510937,-6.966897,1.929269,4.982363,-0.658987,2.7469,0.63512,0.111981,-1.300805,4.427673,5.645165,0.641193,5.62886,3.693324,-0.167341,4.263188,-1.706423,-3.153172,3.277096,3.728888,5.510576,-4.174831,-2.034313,4.323342,2.874966,0.752351,3.96611,5.14749,4.728052,5.902057,4.63867,1.786909,-5.123031,1.12049,0.639454,-2.098892,6.145265,5.60754,5.427726,5.354237,2.524523,-1.463856,4.686207
"HO-1-N-1",-1.501332,0.866544,-3.739222,-0.81952,-5.01281,7.416242,4.475675,6.139027,1.149206,5.360794,4.235535,4.337978,-0.483191,1.979655,6.973701,2.38059,2.894276,-0.771922,4.371512,2.508405,4.006127,4.307402,8.144962,6.345709,5.934344,-0.34126,-2.380639,0.979589,4.982611,5.818057,1.485643,4.812531,-3.669492,-0.509325,3.971195,-2.931858,-6.403321,3.436618,2.355557,4.690408,6.675456,-7.08392,-6.344909,3.674127,-0.37026,-8.002592,1.820415,3.916023,-0.674825,3.886592,0.213781,-0.526315,-4.803459,3.852269,5.8351,0.234037,5.572591,2.428314,0.134124,2.208255,-1.210979,-3.213756,4.236127,4.265428,3.891159,-3.709197,-1.278236,5.10396,4.188741,0.678626,3.190859,5.712943,5.240826,4.693841,4.585438,1.784106,-3.682851,-0.416771,-0.38472,-3.368895,6.003475,5.086635,5.116703,5.668678,3.32096,0.349642,4.213786
"HOP-62",-3.327523,-0.645553,-1.502468,-3.902221,-6.251865,7.252435,4.270734,1.23719,-1.710754,1.212103,-1.018704,2.869207,-1.396299,1.717193,5.119942,0.532011,0.250619,0.149174,3.275517,1.739042,1.62518,0.933436,4.113687,2.913868,0.556994,-7.416476,-2.49551,0.153334,3.705167,4.656889,-5.488502,5.247742,-4.172144,-2.539126,4.545446,-4.374748,-6.86486,4.204561,1.165059,3.175598,8.680025,-5.361356,-4.534807,1.518018,-2.798239,-5.891111,1.316682,6.9911,4.007915,3.883191,0.374758,0.258777,-2.088203,2.724214,5.013216,2.874003,6.466177,2.956437,-1.843194,3.252082,-1.048342,-2.242555,5.604504,4.929463,6.208867,-4.020579,3.677186,6.726888,6.059643,1.24219,3.281703,4.961463,5.73874,6.052882,5.38908,5.750619,-2.662141,2.746791,0.342944,-4.26243,6.142034,5.951544,6.168659,7.413186,2.612648,-1.430145,6.172393
"HOP-92",-1.23546,1.613981,-0.050508,0.660921,-2.97009,7.824762,4.655618,5.273472,-0.3586,4.686517,-0.420491,2.600565,0.881014,0.835831,7.582952,3.208621,3.610815,0.698254,1.921225,2.064322,1.031474,4.89737,5.868474,6.878298,2.870407,-5.247949,-0.998862,0.959492,3.105333,4.989617,2.225704,6.639104,-2.562555,-0.699334,3.364973,-3.582926,-2.391536,3.576634,2.211666,2.857954,7.434693,-4.734495,-3.652726,1.255816,-1.037335,-4.721407,2.812643,6.233092,3.207814,0.950666,0.663023,-0.380878,-1.499101,5.870403,5.690864,1.571485,5.670462,4.502303,-1.228291,3.419389,-0.095456,0.673451,4.765833,3.445185,3.581509,-4.364695,3.2628,6.798935,3.067993,0.241325,2.527589,3.19392,4.622174,5.286812,3.437564,3.473073,-3.631522,1.010572,0.99366,-0.55253,5.508058,5.471671,5.660996,5.494357,2.983152,-1.0283,4.503986
"HOS",-3.094573,-0.747047,-9.943621,-2.237778,-5.739001,6.843228,4.223489,1.123856,-0.778975,5.388615,-0.685872,3.156372,-0.488595,1.478343,6.454532,3.524147,0.164804,-1.681581,3.992254,2.725791,0.926655,1.206923,1.503507,0.679617,1.201112,-6.236254,-3.360284,0.242354,5.116282,4.911376,-0.57941,5.196483,-6.587062,-3.300125,3.169746,-2.986462,-8.444085,4.179068,1.410088,2.305718,7.845315,-6.572465,-5.075145,0.940133,-0.657356,-6.928356,2.398544,4.470257,2.473874,4.207708,0.7307,2.965183,-1.927611,2.107794,6.227927,1.456615,4.891678,1.547074,-0.127887,4.284948,-1.460344,-0.875111,4.305495,4.590681,4.033426,-5.979273,3.679519,2.751866,4.347299,0.45304,2.125357,3.255371,5.389202,4.218427,2.23552,4.237119,-3.860322,0.682834,-0.558761,-0.320501,4.552813,5.351634,6.163143,6.283789,1.565758,-2.468575,3.415163
"HPAF-II",-0.640103,2.87225,-0.847542,0.092714,-4.097359,5.61853,4.435426,2.726421,2.969752,5.345539,-0.254875,4.990927,-0.668889,5.310402,6.905668,3.044362,4.117038,0.236058,2.432705,3.233334,2.371291,5.239637,8.104141,6.900207,4.436605,-2.781734,0.664841,2.601267,2.960182,3.330461,5.45065,5.148995,-0.888745,-2.498698,4.145848,-2.514973,-3.863981,4.362347,2.024569,4.719606,8.891578,-2.898185,-3.217642,4.739686,2.171512,-4.493979,1.811311,6.219254,2.221937,-0.076577,1.849211,0.018514,-0.34007,5.870982,5.759768,3.359645,4.785743,4.952565,-0.030174,4.525275,0.732853,-1.548145,4.110459,4.914789,4.505347,-3.263042,3.729803,6.657075,4.184091,5.529479,3.086133,5.585958,2.680152,5.27827,4.919825,3.736198,-1.854901,1.13162,-0.213263,-2.078817,5.227678,3.291746,3.229989,4.312697,2.657754,-1.477919,3.824368
"HSC-2",-3.620114,-0.348451,-5.799153,-2.483886,-6.097031,5.17832,4.807935,2.486879,-1.397002,5.555219,3.377591,0.563761,-1.502326,0.431459,6.22259,2.243579,1.03588,-1.499781,2.858908,2.001461,1.516373,3.905299,3.909657,2.932308,1.511087,-5.813823,-3.70264,-0.093474,4.869245,3.615029,0.902891,6.38489,-5.263741,-0.850873,6.410995,-3.141566,-7.922481,4.693492,1.649139,4.099586,6.739944,-4.448492,-3.901965,4.857346,0.375777,-6.986881,-0.919558,5.796197,-1.798369,2.259208,0.755641,1.73433,-1.609544,5.011141,5.565403,1.170103,6.297239,3.784395,-0.135425,5.637042,0.408291,-1.077256,5.031267,4.529888,5.866653,-2.231228,-1.781564,6.114072,5.98192,2.239527,1.689677,6.793426,6.80715,6.453504,5.137507,2.46676,-2.344585,2.005129,0.647606,-0.351317,4.935352,4.173603,3.532615,2.978288,4.605417,-0.409767,3.150238
"HSC-3",-2.596562,0.361783,-6.26323,-2.583129,-5.181688,6.009561,4.707608,1.356406,0.59705,4.344171,2.682492,5.629542,-0.338016,1.82034,6.426893,2.875954,-0.259462,-1.088667,4.16737,3.172388,1.061811,4.689327,4.238128,3.085147,2.86964,-4.486438,-4.301657,-0.40283,3.753404,2.86968,-0.373547,6.815394,-5.049284,-0.708673,5.912981,-3.727043,-7.148255,1.055013,0.967085,5.246897,5.55527,-5.804072,-5.428758,3.087901,-0.916442,-8.733278,2.330524,2.929649,0.43425,0.674806,0.89408,-1.180755,-3.252071,2.930736,5.52708,0.11139,5.407909,2.559368,-0.721014,4.102264,-3.061522,-4.679092,4.409274,3.887658,3.053223,-5.804144,-1.551247,4.558505,2.088238,0.366087,3.171898,6.494917,5.340159,4.938455,4.520996,3.583759,-4.405141,-0.174904,-0.846102,-2.005339,6.848932,5.407049,4.350335,6.927991,1.503928,-1.250199,5.903055
